(i.j.k),X-axis,Y-axis,Z-axis,V.x,V.y,V.z,crease(i+1/2.j),crease(I.j+1/2),x0,y0,z0,boomFlag,alphai0,alphaj0
(0.0.0),0,0,0,0,0,0,0,0,0,0,0,1,3.141592654,3.141592654
(0.1.0),0.00E+00,5.56E-02,0,3.87E-13,9.38E-14,-9.42E-11,0,0,0.00E+00,5.56E-02,0,0,3.141592654,3.141592654
(0.2.0),0.00E+00,1.11E-01,0,2.07E-12,-1.00E-12,-6.29E-10,0,0,0.00E+00,1.11E-01,0,0,3.141592654,3.141592654
(0.3.0),0.00E+00,1.67E-01,0,3.44E-12,-1.98E-12,-1.40E-09,0,0,0.00E+00,1.67E-01,0,0,3.141592654,3.141592654
(0.4.0),0.00E+00,2.22E-01,0,3.75E-12,-2.35E-12,-2.18E-09,0,0,0.00E+00,2.22E-01,0,0,3.141592654,3.141592654
(0.5.0),0.00E+00,2.78E-01,0,3.21E-12,-2.24E-12,-2.79E-09,0,0,0.00E+00,2.78E-01,0,0,3.141592654,3.141592654
(0.6.0),0.00E+00,3.33E-01,0,2.39E-12,-1.86E-12,-3.20E-09,0,0,0.00E+00,3.33E-01,0,0,3.141592654,3.141592654
(0.7.0),0.00E+00,3.89E-01,0,1.68E-12,-1.41E-12,-3.44E-09,0,0,0.00E+00,3.89E-01,0,0,3.141592654,3.141592654
(0.8.0),0.00E+00,4.44E-01,0,1.26E-12,-9.67E-13,-3.56E-09,0,0,0.00E+00,4.44E-01,0,0,3.141592654,3.141592654
(0.9.0),0.00E+00,5.00E-01,0,1.04E-12,-4.74E-13,-3.61E-09,0,0,0.00E+00,5.00E-01,0,0,3.141592654,3.141592654
(0.10.0),0.00E+00,5.56E-01,0,9.74E-13,7.07E-16,-3.63E-09,0,0,0.00E+00,5.56E-01,0,0,3.141592654,3.141592654
(0.11.0),0.00E+00,6.11E-01,0,1.04E-12,4.93E-13,-3.61E-09,0,0,0.00E+00,6.11E-01,0,0,3.141592654,3.141592654
(0.12.0),0.00E+00,6.67E-01,0,1.26E-12,9.42E-13,-3.56E-09,0,0,0.00E+00,6.67E-01,0,0,3.141592654,3.141592654
(0.13.0),0.00E+00,7.22E-01,0,1.69E-12,1.39E-12,-3.44E-09,0,0,0.00E+00,7.22E-01,0,0,3.141592654,3.141592654
(0.14.0),0.00E+00,7.78E-01,0,2.37E-12,1.84E-12,-3.20E-09,0,0,0.00E+00,7.78E-01,0,0,3.141592654,3.141592654
(0.15.0),0.00E+00,8.33E-01,0,3.22E-12,2.27E-12,-2.79E-09,0,0,0.00E+00,8.33E-01,0,0,3.141592654,3.141592654
(0.16.0),0.00E+00,8.89E-01,0,3.75E-12,2.38E-12,-2.18E-09,0,0,0.00E+00,8.89E-01,0,0,3.141592654,3.141592654
(0.17.0),0.00E+00,9.44E-01,0,3.44E-12,1.94E-12,-1.40E-09,0,0,0.00E+00,9.44E-01,0,0,3.141592654,3.141592654
(0.18.0),0.00E+00,1.00E+00,0,2.07E-12,1.04E-12,-6.29E-10,0,0,0.00E+00,1.00E+00,0,1,3.141592654,3.141592654
(1.0.0),5.56E-02,0.00E+00,0,3.85E-13,-5.27E-14,-9.42E-11,0,0,0.055555556,0,0,0,3.141592654,3.141592654
(1.1.0),5.56E-02,5.56E-02,0,0,0,0,0,0,0.055555556,0.055555556,0,1,3.141592654,3.141592654
(1.2.0),5.56E-02,1.11E-01,0,9.14E-14,3.91E-13,-9.47E-11,0,0,0.055555556,0.111111111,0,0,3.141592654,3.141592654
(1.3.0),5.56E-02,1.67E-01,0,0,0,0,0,0,0.055555556,0.166666667,0,0,3.141592654,3.141592654
(1.4.0),5.56E-02,2.22E-01,0,4.13E-13,1.17E-13,-8.87E-11,0,0,0.055555556,0.222222222,0,0,3.141592654,3.141592654
(1.5.0),5.56E-02,2.78E-01,0,1.69E-12,-5.17E-13,-4.47E-10,0,0,0.055555556,0.277777778,0,0,3.141592654,3.141592654
(1.6.0),5.56E-02,3.33E-01,0,2.90E-12,-1.10E-12,-9.09E-10,0,0,0.055555556,0.333333333,0,0,3.141592654,3.141592654
(1.7.0),5.56E-02,3.89E-01,0,3.70E-12,-1.41E-12,-1.37E-09,0,0,0.055555556,0.388888889,0,0,3.141592654,3.141592654
(1.8.0),5.56E-02,4.44E-01,0,4.08E-12,-1.42E-12,-1.76E-09,0,0,0.055555556,0.444444444,0,0,3.141592654,3.141592654
(1.9.0),5.56E-02,5.00E-01,0,4.19E-12,-1.25E-12,-2.05E-09,0,0,0.055555556,0.5,0,0,3.141592654,3.141592654
(1.10.0),5.56E-02,5.56E-01,0,4.17E-12,-8.75E-13,-2.26E-09,0,0,0.055555556,0.555555556,0,0,3.141592654,3.141592654
(1.11.0),5.56E-02,6.11E-01,0,4.10E-12,-4.70E-13,-2.37E-09,0,0,0.055555556,0.611111111,0,0,3.141592654,3.141592654
(1.12.0),5.56E-02,6.67E-01,0,4.08E-12,-1.62E-14,-2.41E-09,0,0,0.055555556,0.666666667,0,0,3.141592654,3.141592654
(1.13.0),5.56E-02,7.22E-01,0,4.10E-12,4.80E-13,-2.37E-09,0,0,0.055555556,0.722222222,0,0,3.141592654,3.141592654
(1.14.0),5.56E-02,7.78E-01,0,4.15E-12,9.42E-13,-2.26E-09,0,0,0.055555556,0.777777778,0,0,3.141592654,3.141592654
(1.15.0),5.56E-02,8.33E-01,0,4.19E-12,1.24E-12,-2.05E-09,0,0,0.055555556,0.833333333,0,0,3.141592654,3.141592654
(1.16.0),5.56E-02,8.89E-01,0.00E+00,4.10E-12,1.41E-12,-1.76E-09,0,0,0.055555556,0.888888889,0,0,3.141592654,3.141592654
(1.17.0),0.055555556,0.944444444,0,3.71E-12,1.38E-12,-1.37E-09,0,0,0.055555556,0.944444444,0,1,3.141592654,3.141592654
(1.18.0),5.56E-02,1.00E+00,0,2.90E-12,1.16E-12,-9.09E-10,0,0,0.055555556,1,0,0,3.141592654,3.141592654
(2.0.0),0.111111111,0,0,1.68E-12,4.96E-13,-4.47E-10,0,0,0.111111111,0,0,0,3.141592654,3.141592654
(2.1.0),0.111111111,0.055555556,0,4.19E-13,-1.14E-13,-8.87E-11,0,0,0.111111111,0.055555556,0,0,3.141592654,3.141592654
(2.2.0),0.111111111,0.111111111,0,0,0,0,0,0,0.111111111,0.111111111,0,1,3.141592654,3.141592654
(2.3.0),0.111111111,0.166666667,0,9.29E-14,-3.91E-13,-9.47E-11,0,0,0.111111111,0.166666667,0,0,3.141592654,3.141592654
(2.4.0),0.111111111,2.22E-01,0,-1.03E-12,2.09E-12,-6.37E-10,0,0,0.111111111,0.222222222,0,0,3.141592654,3.141592654
(2.5.0),0.111111111,0.277777778,0,1.03E-13,4.26E-13,-9.03E-11,0,0,0.111111111,0.277777778,0,0,3.141592654,3.141592654
(2.6.0),0.111111111,0.333333333,0,0,0,0,0,0,0.111111111,0.333333333,0,0,3.141592654,3.141592654
(2.7.0),0.111111111,0.388888889,0,4.56E-13,4.92E-14,-9.66E-11,0,0,0.111111111,0.388888889,0,0,3.141592654,3.141592654
(2.8.0),0.111111111,0.444444444,0,1.45E-12,-3.32E-13,-3.56E-10,0,0,0.111111111,0.444444444,0,0,3.141592654,3.141592654
(2.9.0),0.111111111,0.5,0,2.39E-12,-6.79E-13,-6.66E-10,0,0,0.111111111,0.5,0,0,3.141592654,3.141592654
(2.10.0),0.111111111,0.555555556,0,3.11E-12,-8.56E-13,-9.66E-10,0,0,0.111111111,0.555555556,0,0,3.141592654,3.141592654
(2.11.0),0.111111111,0.611111111,0,3.58E-12,-8.14E-13,-1.22E-09,0,0,0.111111111,0.611111111,0,0,3.141592654,3.141592654
(2.12.0),0.111111111,0.666666667,0,3.83E-12,-6.31E-13,-1.41E-09,0,0,0.111111111,0.666666667,0,0,3.141592654,3.141592654
(2.13.0),0.111111111,0.722222222,0,3.97E-12,-3.50E-13,-1.52E-09,0,0,0.111111111,0.722222222,0,0,3.141592654,3.141592654
(2.14.0),0.111111111,0.777777778,0,4.01E-12,1.75E-14,-1.56E-09,0,0,0.111111111,0.777777778,0,0,3.141592654,3.141592654
(2.15.0),0.111111111,0.833333333,0,3.97E-12,3.71E-13,-1.52E-09,0,0,0.111111111,0.833333333,0,0,3.141592654,3.141592654
(2.16.0),0.111111111,0.888888889,0,3.83E-12,6.22E-13,-1.41E-09,0,0,0.111111111,0.888888889,0,1,3.141592654,3.141592654
(2.17.0),0.111111111,0.944444444,0,3.58E-12,8.29E-13,-1.22E-09,0,0,0.111111111,0.944444444,0,0,3.141592654,3.141592654
(2.18.0),0.111111111,1,0,3.11E-12,8.31E-13,-9.66E-10,0,0,0.111111111,1,0,0,3.141592654,3.141592654
(3.0.0),0.166616667,0,0,2.39E-12,7.17E-13,-6.66E-10,0,0,0.166616667,0,0,0,3.141592654,3.141592654
(3.1.0),0.166616667,0.055555556,0,1.45E-12,3.43E-13,-3.56E-10,0,0,0.166616667,0.055555556,0,0,3.141592654,3.141592654
(3.2.0),0.166616667,0.111111111,0,4.65E-13,-5.43E-14,-9.66E-11,0,0,0.166616667,0.111111111,0,0,3.141592654,3.141592654
(3.3.0),0.166616667,0.166666667,0,0,0,0,0,3,0.166616667,0.166666667,0,0,3.141592654,3.141592654
(3.4.0),0.166616667,0.222222222,0,1.10E-13,-3.98E-13,-9.03E-11,0,2,0.166616667,0.222222222,0,0,3.141592654,3.141592654
(3.5.0),0.166616667,0.277777778,0,-1.04E-12,-2.07E-12,-6.37E-10,0,2,0.166616667,0.277777778,0,0,3.141592654,3.141592654
(3.6.0),0.166616667,3.33E-01,0,-2.01E-12,3.46E-12,-1.42E-09,0,2,0.166616667,0.333333333,0,0,3.141592654,3.141592654
(3.7.0),0.166616667,0.388888889,0,-5.25E-13,1.71E-12,-4.52E-10,0,2,0.166616667,0.388888889,0,0,3.141592654,3.141592654
(3.8.0),0.166616667,0.444444444,0,4.23E-14,4.63E-13,-9.81E-11,0,2,0.166616667,0.444444444,0,0,3.141592654,3.141592654
(3.9.0),0.166616667,0.5,0,0,0,0,0,2,0.166616667,0.5,0,0,3.141592654,3.141592654
(3.10.0),0.166616667,0.555555556,0,4.59E-13,1.03E-14,-9.72E-11,0,2,0.166616667,0.555555556,0,0,3.141592654,3.141592654
(3.11.0),0.166616667,0.611111111,0,1.23E-12,-2.25E-13,-2.84E-10,0,2,0.166616667,0.611111111,0,0,3.141592654,3.141592654
(3.12.0),0.166616667,0.666666667,0,1.95E-12,-4.14E-13,-4.93E-10,0,2,0.166616667,0.666666667,0,0,3.141592654,3.141592654
(3.13.0),0.166616667,0.722222222,0,2.51E-12,-4.65E-13,-6.85E-10,0,2,0.166616667,0.722222222,0,0,3.141592654,3.141592654
(3.14.0),0.166616667,0.777777778,0,2.90E-12,-4.13E-13,-8.35E-10,0,2,0.166616667,0.777777778,0,0,3.141592654,3.141592654
(3.15.0),0.166616667,0.833333333,0,3.12E-12,-2.28E-13,-9.30E-10,0,3,0.166616667,0.833333333,0,0,3.141592654,3.141592654
(3.16.0),0.166616667,0.888888889,0,3.18E-12,5.69E-15,-9.63E-10,0,0,0.166616667,0.888888889,0,0,3.141592654,3.141592654
(3.17.0),1.67E-01,9.44E-01,0,3.12E-12,2.42E-13,-9.30E-10,0,0,0.166616667,0.944444444,0,0,3.141592654,3.141592654
(3.18.0),0.166616667,1,0,2.90E-12,4.00E-13,-8.35E-10,0,0,0.166616667,1,0,0,3.141592654,3.141592654
(4.0.0),0.166666667,0,0.00E+00,2.52E-12,4.79E-13,-6.85E-10,0,0,0.166666667,0,0,0,3.141592654,3.141592654
(4.1.0),0.166666667,0.055555556,0.00E+00,1.96E-12,4.03E-13,-4.93E-10,0,0,0.166666667,0.055555556,0,0,3.141592654,3.141592654
(4.2.0),0.166666667,0.111111111,0.00E+00,1.23E-12,1.72E-13,-2.84E-10,0,0,0.166666667,0.111111111,0,0,3.141592654,3.141592654
(4.3.0),0.166666667,0.166666667,0.00E+00,4.57E-13,4.28E-15,-9.72E-11,0,1,0.166666667,0.166666667,0,1,3.141592654,3.141592654
(4.4.0),0.166666667,0.222222222,0,0,0,0,0,1,0.166666667,0.222222222,0,0,3.141592654,3.141592654
(4.5.0),0.166666667,0.277777778,0,3.76E-14,-4.95E-13,-9.81E-11,0,1,0.166666667,0.277777778,0,0,3.141592654,3.141592654
(4.6.0),0.166666667,0.333333333,0,-5.42E-13,-1.72E-12,-4.52E-10,0,1,0.166666667,0.333333333,0,0,3.141592654,3.141592654
(4.7.0),0.166666667,0.388888889,0,-2.01E-12,-3.48E-12,-1.42E-09,0,1,0.166666667,0.388888889,0,0,3.141592654,3.141592654
(4.8.0),0.166666667,4.44E-01,0,-2.37E-12,3.75E-12,-2.19E-09,0,1,0.166666667,0.444444444,0,0,3.141592654,3.141592654
(4.9.0),0.166666667,0.5,0,-1.13E-12,2.92E-12,-9.17E-10,0,1,0.166666667,0.5,0,0,3.141592654,3.141592654
(4.10.0),0.166666667,0.555555556,0,-3.49E-13,1.46E-12,-3.60E-10,0,1,0.166666667,0.555555556,0,0,3.141592654,3.141592654
(4.11.0),0.166666667,0.611111111,0,-7.40E-15,4.58E-13,-9.85E-11,0,1,0.166666667,0.611111111,0,0,3.141592654,3.141592654
(4.12.0),0.166666667,0.666666667,0,0,0,0,0,1,0.166666667,0.666666667,0,0,3.141592654,3.141592654
(4.13.0),0.166666667,0.722222222,0,4.34E-13,-3.61E-14,-8.64E-11,0,1,0.166666667,0.722222222,0,0,3.141592654,3.141592654
